Flux	Ic
1.22338	0.168563
1.22438	0.169046
1.22538	0.169527
1.22638	0.170005
1.22738	0.170481
1.22838	0.170954
1.22938	0.171425
1.23038	0.171894
1.23138	0.17236
1.23238	0.172823
1.23338	0.173284
1.23438	0.173743
1.23538	0.174199
1.23638	0.174653
1.23738	0.175104
1.23838	0.175553
1.23938	0.175999
1.24038	0.176443
1.24138	0.176884
1.24238	0.177323
1.24338	0.177759
1.24438	0.178193
1.24538	0.178625
1.24638	0.179054
1.24738	0.179481
1.24838	0.179905
1.24938	0.180327
1.25037	0.180746
1.25137	0.181163
1.25237	0.181577
1.25337	0.181989
1.25437	0.182398
1.25537	0.182805
1.25637	0.18321
1.25737	0.183612
1.25837	0.184011
1.25937	0.184409
1.26037	0.184803
1.26137	0.185196
1.26237	0.185585
1.26337	0.185973
1.26437	0.186358
1.26537	0.18674
1.26637	0.18712
1.26737	0.187498
1.26837	0.187873
1.26937	0.188246
1.27037	0.188616
1.27137	0.188984
1.27237	0.189349
1.27337	0.189712
1.27437	0.190072
1.27537	0.19043
1.27637	0.190786
1.27737	0.191139
1.27837	0.19149
1.27937	0.191838
1.28037	0.192184
1.28137	0.192527
1.28237	0.192868
1.28337	0.193206
1.28437	0.193542
1.28537	0.193876
1.28637	0.194207
1.28737	0.194536
1.28837	0.194862
1.28937	0.195186
1.29037	0.195508
1.29137	0.195827
1.29237	0.196143
1.29337	0.196457
1.29437	0.196769
1.29537	0.197078
1.29637	0.197385
1.29737	0.19769
1.29837	0.197992
1.29937	0.198292
1.30037	0.198589
1.30137	0.198884
1.30237	0.199176
1.30337	0.199466
1.30437	0.199753
1.30537	0.200039
1.30637	0.200321
1.30737	0.200602
1.30837	0.200879
1.30937	0.201155
1.31037	0.201428
1.31137	0.201699
1.31237	0.201967
1.31337	0.202233
1.31437	0.202496
1.31537	0.202757
1.31637	0.203016
1.31737	0.203272
1.31837	0.203526
1.31937	0.203778
1.32037	0.204027
1.32137	0.204273
1.32237	0.204518
1.32337	0.204759
1.32437	0.204999
1.32537	0.205236
1.32637	0.205471
1.32737	0.205703
1.32837	0.205933
1.32937	0.206161
1.33037	0.206386
1.33137	0.206609
1.33237	0.206829
1.33337	0.207047
1.33437	0.207263
1.33537	0.207476
1.33637	0.207687
1.33737	0.207896
1.33837	0.208102
1.33937	0.208306
1.34037	0.208508
1.34137	0.208707
1.34237	0.208904
1.34337	0.209098
1.34437	0.20929
1.34537	0.20948
1.34637	0.209667
1.34737	0.209852
1.34837	0.210035
1.34937	0.210215
1.35036	0.210393
1.35136	0.210569
1.35236	0.210742
1.35336	0.210913
1.35436	0.211082
1.35536	0.211248
1.35636	0.211412
1.35736	0.211574
1.35836	0.211733
1.35936	0.21189
1.36036	0.212045
1.36136	0.212197
1.36236	0.212347
1.36336	0.212495
1.36436	0.21264
1.36536	0.212783
1.36636	0.212924
1.36736	0.213062
1.36836	0.213198
1.36936	0.213332
1.37036	0.213464
1.37136	0.213593
1.37236	0.21372
1.37336	0.213845
1.37436	0.213967
1.37536	0.214087
1.37636	0.214205
1.37736	0.21432
1.37836	0.214433
1.37936	0.214544
1.38036	0.214653
1.38136	0.214759
1.38236	0.214863
1.38336	0.214965
1.38436	0.215065
1.38536	0.215162
1.38636	0.215257
1.38736	0.21535
1.38836	0.21544
1.38936	0.215528
1.39036	0.215614
1.39136	0.215698
1.39236	0.215779
1.39336	0.215859
1.39436	0.215935
1.39536	0.21601
1.39636	0.216083
1.39736	0.216153
1.39836	0.216221
1.39936	0.216287
1.40036	0.21635
1.40136	0.216411
1.40236	0.21647
1.40336	0.216527
1.40436	0.216582
1.40536	0.216634
1.40636	0.216685
1.40736	0.216733
1.40836	0.216778
1.40936	0.216822
1.41036	0.216863
1.41136	0.216902
1.41236	0.216939
1.41336	0.216974
1.41436	0.217007
1.41536	0.217037
1.41636	0.217065
1.41736	0.217091
1.41836	0.217115
1.41936	0.217137
1.42036	0.217156
1.42136	0.217174
1.42236	0.217189
1.42336	0.217202
1.42436	0.217212
1.42536	0.217221
1.42636	0.217228
1.42736	0.217232
1.42836	0.217234
1.42936	0.217234
1.43036	0.217232
1.43136	0.217228
1.43236	0.217221
1.43336	0.217213
1.43436	0.217202
1.43536	0.217189
1.43636	0.217174
1.43736	0.217157
1.43836	0.217138
1.43936	0.217117
1.44036	0.217093
1.44136	0.217068
1.44236	0.21704
1.44336	0.21701
1.44436	0.216979
1.44536	0.216945
1.44636	0.216909
1.44736	0.21687
1.44836	0.21683
1.44936	0.216788
1.45035	0.216744
1.45135	0.216697
1.45235	0.216648
1.45335	0.216598
1.45435	0.216545
1.45535	0.21649
1.45635	0.216434
1.45735	0.216375
1.45835	0.216314
1.45935	0.216251
1.46035	0.216186
1.46135	0.216119
1.46235	0.216049
1.46335	0.215978
1.46435	0.215905
1.46535	0.21583
1.46635	0.215752
1.46735	0.215673
1.46835	0.215592
1.46935	0.215508
1.47035	0.215423
1.47135	0.215336
1.47235	0.215246
1.47335	0.215155
1.47435	0.215062
1.47535	0.214966
1.47635	0.214869
1.47735	0.214769
1.47835	0.214668
1.47935	0.214565
1.48035	0.214459
1.48135	0.214352
1.48235	0.214243
1.48335	0.214131
1.48435	0.214018
1.48535	0.213903
1.48635	0.213786
1.48735	0.213667
1.48835	0.213546
1.48935	0.213423
1.49035	0.213298
1.49135	0.213171
1.49235	0.213042
1.49335	0.212911
1.49435	0.212779
1.49535	0.212644
1.49635	0.212508
1.49735	0.212369
1.49835	0.212229
1.49935	0.212087
1.50035	0.211942
1.50135	0.211796
1.50235	0.211648
1.50335	0.211498
1.50435	0.211347
1.50535	0.211193
1.50635	0.211038
1.50735	0.21088
1.50835	0.210721
1.50935	0.21056
1.51035	0.210397
1.51135	0.210232
1.51235	0.210065
1.51335	0.209896
1.51435	0.209726
1.51535	0.209554
1.51635	0.20938
1.51735	0.209204
1.51835	0.209026
1.51935	0.208846
1.52035	0.208665
1.52135	0.208481
1.52235	0.208296
1.52335	0.208109
1.52435	0.207921
1.52535	0.20773
1.52635	0.207538
1.52735	0.207344
1.52835	0.207148
1.52935	0.20695
1.53035	0.20675
1.53135	0.206549
1.53235	0.206346
1.53335	0.206141
1.53435	0.205935
1.53535	0.205726
1.53635	0.205516
1.53735	0.205304
1.53835	0.20509
1.53935	0.204875
1.54035	0.204658
1.54135	0.204439
1.54235	0.204218
1.54335	0.203996
1.54435	0.203772
1.54535	0.203546
1.54635	0.203319
1.54735	0.203089
1.54835	0.202858
1.54935	0.202626
1.55034	0.202391
1.55134	0.202155
1.55234	0.201917
1.55334	0.201678
1.55434	0.201437
1.55534	0.201194
1.55634	0.20095
1.55734	0.200703
1.55834	0.200456
1.55934	0.200206
1.56034	0.199955
1.56134	0.199702
1.56234	0.199448
1.56334	0.199192
1.56434	0.198934
1.56534	0.198675
1.56634	0.198414
1.56734	0.198151
1.56834	0.197887
1.56934	0.197621
1.57034	0.197353
1.57134	0.197084
1.57234	0.196813
1.57334	0.196541
1.57434	0.196267
1.57534	0.195992
1.57634	0.195715
1.57734	0.195436
1.57834	0.195156
1.57934	0.194874
1.58034	0.194591
1.58134	0.194306
1.58234	0.194019
1.58334	0.193731
1.58434	0.193441
1.58534	0.19315
1.58634	0.192858
1.58734	0.192563
1.58834	0.192268
1.58934	0.19197
1.59034	0.191671
1.59134	0.191371
1.59234	0.191069
1.59334	0.190766
1.59434	0.190461
1.59534	0.190155
1.59634	0.189847
1.59734	0.189537
1.59834	0.189227
1.59934	0.188914
1.60034	0.188601
1.60134	0.188285
1.60234	0.187969
1.60334	0.18765
1.60434	0.187331
1.60534	0.18701
1.60634	0.186687
1.60734	0.186363
1.60834	0.186038
1.60934	0.185711
1.61034	0.185382
1.61134	0.185053
1.61234	0.184722
1.61334	0.184389
1.61434	0.184055
1.61534	0.18372
1.61634	0.183383
1.61734	0.183045
1.61834	0.182705
1.61934	0.182364
1.62034	0.182022
1.62134	0.181678
1.62234	0.181333
1.62334	0.180987
1.62434	0.180639
1.62534	0.18029
1.62634	0.179939
1.62734	0.179587
1.62834	0.179234
1.62934	0.17888
1.63034	0.178524
1.63134	0.178166
1.63234	0.177808
1.63334	0.177448
1.63434	0.177087
1.63534	0.176724
1.63634	0.176361
1.63734	0.175996
1.63834	0.175629
1.63934	0.175262
1.64034	0.174893
1.64134	0.174522
1.64234	0.174151
1.64334	0.173778
1.64434	0.173404
1.64534	0.173029
1.64634	0.172652
1.64734	0.172275
1.64834	0.171896
1.64934	0.171515
1.65033	0.171134
1.65133	0.170751
1.65233	0.170367
1.65333	0.169982
1.65433	0.169596
1.65533	0.169208
1.65633	0.168819
1.65733	0.168429
1.65833	0.168038
1.65933	0.167646
1.66033	0.167252
1.66133	0.166857
1.66233	0.166461
1.66333	0.166064
1.66433	0.165666
1.66533	0.165267
1.66633	0.164866
1.66733	0.164464
1.66833	0.164062
1.66933	0.163658
1.67033	0.163253
1.67133	0.162846
1.67233	0.162439
1.67333	0.16203
1.67433	0.161621
1.67533	0.16121
1.67633	0.160798
1.67733	0.160385
1.67833	0.159971
1.67933	0.159556
1.68033	0.15914
1.68133	0.158723
1.68233	0.158304
1.68333	0.157885
1.68433	0.157465
1.68533	0.157043
1.68633	0.156621
1.68733	0.156197
1.68833	0.155772
1.68933	0.155347
1.69033	0.15492
1.69133	0.154492
1.69233	0.154063
1.69333	0.153634
1.69433	0.153203
1.69533	0.152771
1.69633	0.152338
1.69733	0.151904
1.69833	0.15147
1.69933	0.151034
1.70033	0.150597
1.70133	0.150159
1.70233	0.149721
1.70333	0.149281
1.70433	0.14884
1.70533	0.148399
1.70633	0.147956
1.70733	0.147513
1.70833	0.147068
1.70933	0.146623
1.71033	0.146177
1.71133	0.14573
1.71233	0.145281
1.71333	0.144832
1.71433	0.144382
1.71533	0.143932
1.71633	0.14348
1.71733	0.143027
1.71833	0.142574
1.71933	0.142119
1.72033	0.141664
1.72133	0.141208
1.72233	0.140751
1.72333	0.140293
1.72433	0.139834
1.72533	0.139375
1.72633	0.138914
1.72733	0.138453
1.72833	0.137991
1.72933	0.137528
1.73033	0.137064
1.73133	0.1366
1.73233	0.136134
1.73333	0.135668
1.73433	0.135201
1.73533	0.134734
1.73633	0.134265
1.73733	0.133796
1.73833	0.133325
1.73933	0.132855
1.74033	0.132383
1.74133	0.13191
1.74233	0.131437
1.74333	0.130963
1.74433	0.130488
1.74533	0.130013
1.74633	0.129537
1.74733	0.12906
1.74833	0.128582
1.74933	0.128104
1.75032	0.127625
1.75132	0.127145
1.75232	0.126664
1.75332	0.126183
1.75432	0.125701
1.75532	0.125218
1.75632	0.124735
1.75732	0.124251
1.75832	0.123766
1.75932	0.123281
1.76032	0.122795
1.76132	0.122308
1.76232	0.121821
1.76332	0.121333
1.76432	0.120844
1.76532	0.120355
1.76632	0.119865
1.76732	0.119375
1.76832	0.118883
1.76932	0.118392
1.77032	0.117899
1.77132	0.117406
1.77232	0.116913
1.77332	0.116418
1.77432	0.115924
1.77532	0.115428
1.77632	0.114932
1.77732	0.114436
1.77832	0.113938
1.77932	0.113441
1.78032	0.112943
1.78132	0.112444
1.78232	0.111944
1.78332	0.111444
1.78432	0.110944
1.78532	0.110443
1.78632	0.109941
1.78732	0.109439
1.78832	0.108937
1.78932	0.108434
1.79032	0.10793
1.79132	0.107426
1.79232	0.106921
1.79332	0.106416
1.79432	0.105911
1.79532	0.105405
1.79632	0.104898
1.79732	0.104391
1.79832	0.103884
1.79932	0.103376
1.80032	0.102867
1.80132	0.102359
1.80232	0.101849
1.80332	0.101339
1.80432	0.100829
1.80532	0.100319
1.80632	0.0998076
1.80732	0.0992962
1.80832	0.0987843
1.80932	0.098272
1.81032	0.0977593
1.81132	0.0972463
1.81232	0.0967328
1.81332	0.0962189
1.81432	0.0957046
1.81532	0.09519
1.81632	0.094675
1.81732	0.0941596
1.81832	0.0936439
1.81932	0.0931278
1.82032	0.0926113
1.82132	0.0920945
1.82232	0.0915774
1.82332	0.0910599
1.82432	0.0905421
1.82532	0.0900239
1.82632	0.0895055
1.82732	0.0889867
1.82832	0.0884676
1.82932	0.0879482
1.83032	0.0874285
1.83132	0.0869085
1.83232	0.0863882
1.83332	0.0858676
1.83432	0.0853468
1.83532	0.0848256
1.83632	0.0843042
1.83732	0.0837826
1.83832	0.0832606
1.83932	0.0827384
1.84032	0.082216
1.84132	0.0816933
1.84232	0.0811704
1.84332	0.0806472
1.84432	0.0801239
1.84532	0.0796003
1.84632	0.0790764
1.84732	0.0785524
1.84832	0.0780281
1.84932	0.0775037
1.85031	0.076979
1.85131	0.0764542
1.85231	0.0759291
1.85331	0.0754039
1.85431	0.0748785
1.85531	0.0743529
1.85631	0.0738272
1.85731	0.0733013
1.85831	0.0727752
1.85931	0.072249
1.86031	0.0717226
1.86131	0.0711961
1.86231	0.0706695
1.86331	0.0701427
1.86431	0.0696158
1.86531	0.0690887
1.86631	0.0685616
1.86731	0.0680343
1.86831	0.067507
1.86931	0.0669795
1.87031	0.0664519
1.87131	0.0659242
1.87231	0.0653965
1.87331	0.0648686
1.87431	0.0643407
1.87531	0.0638127
1.87631	0.0632847
1.87731	0.0627566
1.87831	0.0622284
1.87931	0.0617002
1.88031	0.0611719
1.88131	0.0606436
1.88231	0.0601152
1.88331	0.0595868
1.88431	0.0590584
1.88531	0.05853
1.88631	0.0580015
1.88731	0.057473
1.88831	0.0569445
1.88931	0.0564161
1.89031	0.0558876
1.89131	0.0553591
1.89231	0.0548306
1.89331	0.0543022
1.89431	0.0537738
1.89531	0.0532454
1.89631	0.052717
1.89731	0.0521887
1.89831	0.0516604
1.89931	0.0511321
1.90031	0.0506039
1.90131	0.0500758
1.90231	0.0495477
1.90331	0.0490197
1.90431	0.0484917
1.90531	0.0479639
1.90631	0.0474361
1.90731	0.0469084
1.90831	0.0463807
1.90931	0.0458532
1.91031	0.0453258
1.91131	0.0447985
1.91231	0.0442713
1.91331	0.0437442
1.91431	0.0432172
1.91531	0.0426903
1.91631	0.0421636
1.91731	0.041637
1.91831	0.0411105
1.91931	0.0405842
1.92031	0.0400581
1.92131	0.039532
1.92231	0.0390062
1.92331	0.0384805
1.92431	0.0379549
1.92531	0.0374296
1.92631	0.0369044
1.92731	0.0363794
1.92831	0.0358546
1.92931	0.0353299
1.93031	0.0348055
1.93131	0.0342813
1.93231	0.0337572
1.93331	0.0332334
1.93431	0.0327098
1.93531	0.0321864
1.93631	0.0316632
1.93731	0.0311403
1.93831	0.0306175
1.93931	0.0300951
1.94031	0.0295728
1.94131	0.0290508
1.94231	0.0285291
1.94331	0.0280076
1.94431	0.0274864
1.94531	0.0269654
1.94631	0.0264447
1.94731	0.0259243
1.94831	0.0254042
1.94931	0.0248843
1.9503	0.0243647
1.9513	0.0238455
1.9523	0.0233265
1.9533	0.0228078
1.9543	0.0222894
1.9553	0.0217713
1.9563	0.0212536
1.9573	0.0207362
1.9583	0.020219
1.9593	0.0197023
1.9603	0.0191858
1.9613	0.0186697
1.9623	0.0181539
1.9633	0.0176385
1.9643	0.0171234
1.9653	0.0166087
1.9663	0.0160943
1.9673	0.0155803
1.9683	0.0150667
1.9693	0.0145535
1.9703	0.0140406
1.9713	0.0135281
1.9723	0.013016
1.9733	0.0125042
1.9743	0.0119929
1.9753	0.011482
1.9763	0.0109715
1.9773	0.0104613
1.9783	0.00995164
1.9793	0.00944235
1.9803	0.00893349
1.9813	0.00842505
1.9823	0.00791703
1.9833	0.00740946
1.9843	0.00690232
1.9853	0.00639562
1.9863	0.00588937
1.9873	0.00538357
1.9883	0.00487823
1.9893	0.00437334
1.9903	0.00386893
1.9913	0.00336497
1.9923	0.0028615
1.9933	0.00235849
1.9943	0.00185597
1.9953	0.00135394
1.9963	0.000852392
1.9973	0.00035134
1.9983	0.000149214
1.9993	0.000649266
2.0003	0.00114881
2.0013	0.00164785
2.0023	0.00214637
2.0033	0.00264437
2.0043	0.00314185
2.0053	0.0036388
2.0063	0.00413522
2.0073	0.0046311
2.0083	0.00512645
2.0093	0.00562125
2.0103	0.0061155
2.0113	0.0066092
2.0123	0.00710235
2.0133	0.00759494
2.0143	0.00808696
2.0153	0.00857841
2.0163	0.00906929
2.0173	0.0095596
2.0183	0.0100493
2.0193	0.0105385
2.0203	0.011027
2.0213	0.011515
2.0223	0.0120023
2.0233	0.0124891
2.0243	0.0129753
2.0253	0.0134608
2.0263	0.0139458
2.0273	0.0144301
2.0283	0.0149138
2.0293	0.0153969
2.0303	0.0158793
2.0313	0.0163611
2.0323	0.0168423
2.0333	0.0173228
2.0343	0.0178027
2.0353	0.018282
2.0363	0.0187606
2.0373	0.0192385
2.0383	0.0197158
2.0393	0.0201925
2.0403	0.0206684
2.0413	0.0211437
2.0423	0.0216183
2.0433	0.0220922
2.0443	0.0225655
2.0453	0.0230381
2.0463	0.0235099
2.0473	0.0239811
2.0483	0.0244516
2.0493	0.0249214
2.05029	0.0253905
2.05129	0.0258588
2.05229	0.0263265
2.05329	0.0267935
2.05429	0.0272597
2.05529	0.0277252
2.05629	0.02819
2.05729	0.028654
2.05829	0.0291173
2.05929	0.0295799
2.06029	0.0300417
2.06129	0.0305028
2.06229	0.0309631
2.06329	0.0314227
2.06429	0.0318816
2.06529	0.0323396
2.06629	0.0327969
2.06729	0.0332535
2.06829	0.0337093
2.06929	0.0341643
2.07029	0.0346185
2.07129	0.0350719
2.07229	0.0355246
2.07329	0.0359764
2.07429	0.0364275
2.07529	0.0368778
2.07629	0.0373273
2.07729	0.037776
2.07829	0.0382239
2.07929	0.0386709
2.08029	0.0391172
2.08129	0.0395626
2.08229	0.0400073
2.08329	0.0404511
2.08429	0.040894
2.08529	0.0413362
2.08629	0.0417775
2.08729	0.042218
2.08829	0.0426576
2.08929	0.0430964
2.09029	0.0435344
2.09129	0.0439715
2.09229	0.0444077
2.09329	0.0448431
2.09429	0.0452776
2.09529	0.0457113
2.09629	0.0461441
2.09729	0.0465761
2.09829	0.0470071
2.09929	0.0474373
2.10029	0.0478666
2.10129	0.0482951
2.10229	0.0487226
2.10329	0.0491493
2.10429	0.0495751
2.10529	0.0499999
2.10629	0.0504239
2.10729	0.050847
2.10829	0.0512692
2.10929	0.0516904
2.11029	0.0521108
2.11129	0.0525302
2.11229	0.0529487
2.11329	0.0533664
2.11429	0.053783
2.11529	0.0541988
2.11629	0.0546136
2.11729	0.0550275
2.11829	0.0554405
2.11929	0.0558525
2.12029	0.0562636
2.12129	0.0566737
2.12229	0.0570829
2.12329	0.0574912
2.12429	0.0578985
2.12529	0.0583048
2.12629	0.0587102
2.12729	0.0591146
2.12829	0.0595181
2.12929	0.0599206
2.13029	0.0603221
2.13129	0.0607226
2.13229	0.0611222
2.13329	0.0615208
2.13429	0.0619184
2.13529	0.062315
2.13629	0.0627107
2.13729	0.0631053
2.13829	0.063499
2.13929	0.0638916
2.14029	0.0642833
2.14129	0.0646739
2.14229	0.0650636
2.14329	0.0654522
2.14429	0.0658399
2.14529	0.0662265
2.14629	0.0666121
2.14729	0.0669967
2.14829	0.0673803
2.14929	0.0677628
2.15028	0.0681444
2.15128	0.0685249
2.15228	0.0689043
2.15328	0.0692828
2.15428	0.0696602
2.15528	0.0700365
2.15628	0.0704119
2.15728	0.0707861
2.15828	0.0711594
2.15928	0.0715315
2.16028	0.0719027
2.16128	0.0722727
2.16228	0.0726418
2.16328	0.0730097
2.16428	0.0733766
2.16528	0.0737425
2.16628	0.0741072
2.16728	0.0744709
2.16828	0.0748336
2.16928	0.0751951
2.17028	0.0755556
2.17128	0.075915
2.17228	0.0762733
2.17328	0.0766305
2.17428	0.0769867
2.17528	0.0773417
2.17628	0.0776957
2.17728	0.0780486
2.17828	0.0784004
2.17928	0.078751
2.18028	0.0791006
2.18128	0.0794491
2.18228	0.0797965
2.18328	0.0801428
2.18428	0.0804879
2.18528	0.080832
2.18628	0.0811749
2.18728	0.0815167
2.18828	0.0818574
2.18928	0.082197
2.19028	0.0825355
2.19128	0.0828728
2.19228	0.083209
2.19328	0.0835441
2.19428	0.083878
2.19528	0.0842109
2.19628	0.0845425
2.19728	0.0848731
2.19828	0.0852025
2.19928	0.0855307
2.20028	0.0858579
2.20128	0.0861838
2.20228	0.0865087
2.20328	0.0868323
2.20428	0.0871548
2.20528	0.0874762
2.20628	0.0877964
2.20728	0.0881155
2.20828	0.0884334
2.20928	0.0887501
2.21028	0.0890657
2.21128	0.0893801
2.21228	0.0896933
2.21328	0.0900054
2.21428	0.0903163
2.21528	0.090626
2.21628	0.0909346
2.21728	0.0912419
2.21828	0.0915481
2.21928	0.0918531
2.22028	0.092157
2.22128	0.0924596
2.22228	0.0927611
2.22328	0.0930613
2.22428	0.0933604
2.22528	0.0936583
2.22628	0.093955
2.22728	0.0942505
2.22828	0.0945448
2.22928	0.0948379
2.23028	0.0951298
2.23128	0.0954205
2.23228	0.09571
2.23328	0.0959983
2.23428	0.0962854
2.23528	0.0965713
2.23628	0.096856
2.23728	0.0971394
2.23828	0.0974217
2.23928	0.0977027
2.24028	0.0979825
2.24128	0.0982611
2.24228	0.0985385
2.24328	0.0988146
2.24428	0.0990896
2.24528	0.0993633
2.24628	0.0996358
2.24728	0.099907
2.24828	0.100177
2.24928	0.100446
2.25027	0.100713
2.25127	0.10098
2.25227	0.101245
2.25327	0.101509
2.25427	0.101771
2.25527	0.102033
2.25627	0.102293
2.25727	0.102552
2.25827	0.102809
2.25927	0.103066
2.26027	0.103321
2.26127	0.103575
2.26227	0.103828
2.26327	0.104079
2.26427	0.104329
2.26527	0.104578
2.26627	0.104826
2.26727	0.105072
2.26827	0.105317
2.26927	0.105561
2.27027	0.105804
2.27127	0.106045
2.27227	0.106285
2.27327	0.106524
2.27427	0.106762
2.27527	0.106998
2.27627	0.107233
2.27727	0.107467
2.27827	0.1077
2.27927	0.107931
2.28027	0.108161
2.28127	0.10839
2.28227	0.108617
2.28327	0.108843
2.28427	0.109068
2.28527	0.109292
2.28627	0.109514
2.28727	0.109735
2.28827	0.109955
2.28927	0.110174
2.29027	0.110391
2.29127	0.110607
2.29227	0.110822
2.29327	0.111035
2.29427	0.111247
2.29527	0.111458
2.29627	0.111668
2.29727	0.111876
2.29827	0.112083
2.29927	0.112288
2.30027	0.112493
2.30127	0.112696
2.30227	0.112898
2.30327	0.113098
2.30427	0.113298
2.30527	0.113496
2.30627	0.113692
2.30727	0.113888
2.30827	0.114082
2.30927	0.114274
2.31027	0.114466
2.31127	0.114656
2.31227	0.114845
2.31327	0.115032
2.31427	0.115219
2.31527	0.115404
2.31627	0.115587
2.31727	0.11577
2.31827	0.115951
2.31927	0.116131
2.32027	0.116309
2.32127	0.116486
2.32227	0.116662
2.32327	0.116837
2.32427	0.11701
2.32527	0.117182
2.32627	0.117353
2.32727	0.117522
2.32827	0.11769
2.32927	0.117857
2.33027	0.118022
2.33127	0.118186
2.33227	0.118349
2.33327	0.118511
2.33427	0.118671
2.33527	0.11883
2.33627	0.118987
2.33727	0.119143
2.33827	0.119298
2.33927	0.119452
2.34027	0.119604
2.34127	0.119755
2.34227	0.119905
2.34327	0.120053
2.34427	0.1202
2.34527	0.120346
2.34627	0.120491
2.34727	0.120634
2.34827	0.120776
2.34927	0.120916
2.35026	0.121055
2.35126	0.121193
2.35226	0.12133
2.35326	0.121465
2.35426	0.121599
2.35526	0.121731
2.35626	0.121863
2.35726	0.121993
2.35826	0.122121
2.35926	0.122249
2.36026	0.122375
2.36126	0.122499
2.36226	0.122623
2.36326	0.122745
2.36426	0.122866
2.36526	0.122985
2.36626	0.123103
2.36726	0.12322
2.36826	0.123336
2.36926	0.12345
2.37026	0.123563
2.37126	0.123674
2.37226	0.123784
2.37326	0.123893
2.37426	0.124001
2.37526	0.124107
2.37626	0.124212
2.37726	0.124316
2.37826	0.124418
2.37926	0.124519
2.38026	0.124619
2.38126	0.124717
2.38226	0.124814
2.38326	0.12491
2.38426	0.125005
2.38526	0.125098
2.38626	0.12519
2.38726	0.12528
2.38826	0.125369
2.38926	0.125457
2.39026	0.125544
2.39126	0.125629
2.39226	0.125713
2.39326	0.125795
2.39426	0.125877
2.39526	0.125957
2.39626	0.126035
2.39726	0.126113
2.39826	0.126189
2.39926	0.126264
2.40026	0.126337
2.40126	0.126409
2.40226	0.12648
2.40326	0.12655
2.40426	0.126618
2.40526	0.126685
2.40626	0.12675
2.40726	0.126815
2.40826	0.126877
2.40926	0.126939
2.41026	0.127
2.41126	0.127059
2.41226	0.127116
2.41326	0.127173
2.41426	0.127228
2.41526	0.127282
2.41626	0.127334
2.41726	0.127386
2.41826	0.127435
2.41926	0.127484
2.42026	0.127531
2.42126	0.127578
2.42226	0.127622
2.42326	0.127666
2.42426	0.127708
